x,y,id
335,936,Niles L.
575,-140,Koloski L.
348,-31,McKinnon L.
475,-24,Praus L.
330,801,Klaassen M.
12,315,Giroux M.-A.
707,-100,Sládecek M.
133,336,Boldenow M.L.
212,237,Goldstein M.I.
736,845,Šálek M.
614,924,Senner N.
594,0,Rönkä N.
293,647,Lecomte N.
25,443,Gilg O.
1002,508,Vincze O.
540,238,Johnson O.W.
875,509,Smith P.A.
835,-24,Woodard P.F.
710,42,Tomkovich P.S.
84,208,Battley P.F.
-20,687,Bentzen R.
942,105,Lanctot R.B.
273,490,Porter R.
399,692,Saalfeld S.T.
337,284,Freeman S.
758,328,Brown S.C.
300,162,Yezerinac S.
71,-3,Székely T.
658,420,Montalvo T.
985,237,Piersma T.
816,115,Loverti V.
373,555,Pakanen V.-M.
1011,370,Tijsen W.
440,-157,Kempenaers B.
-11798,-1809,Lyakhov G.A.
-11726,-1429,Kobelev A.V.
-10787,-1317,Penkov N.V.
-12045,-1239,Ugraitskaya S.V.
-11476,-1710,Fesenko E.E.
-12073,-1578,Jr.
-6062,-15523,Li S.
-10325,-771,Sychev A.A.
-10603,-480,Babenko V.A.
3833,7093,Golovastov S.V.
4221,6508,Terekhova O.
-12133,-6609,Karpushkin E.A.
-11882,-7141,Berkovich A.K.
-11613,-6705,Sergeyev V.G.
3229,-3188,Ivanov A.O.
3080,-2678,Tuzhilin A.A.
901,-6685,Borisov D.
1440,-6712,Golovina A.
1133,-7160,Veselić I.
3349,6634,Bocharnikov V.M.
3116,7085,Samoilova A.A.
8931,732,Khorokhorov A.M.
9270,256,Piskunov D.E.
8753,242,Shirankov A.F.
8260,-8963,Cabrera M.
8858,-8696,Fernández López A.
8407,-8515,Golubkov A.
8707,-9145,Moreno A.
-6115,-1834,Katyba G.M.
-6474,-1757,Shikunova I.A.
-1002,-8304,Karpushkin E.
-953,-7907,Gvozdik N.
-1367,-8466,Klimenko M.
-1318,-8071,Filippov S.K.
-688,-8539,Angelov B.
-1050,-8703,Bessonov I.
-638,-8141,Sergeyev V.
5352,8453,Lazarev V.
5094,8617,Krylov A.
5261,8169,Dvoretskiy D.
5841,8255,Sazonkin S.
5551,8225,Pnev A.
5433,8736,Leonov S.
5705,8554,Shelestov D.
5666,7939,Tarabrin M.
5359,7855,Karasik V.
5039,7988,Kireev A.
4966,8324,Gubin M.
-2836,-4736,Shelkovnikov A.S.
-2339,-4911,Tuyrikov D.A.
-2525,-4711,Podmar'kov Y.P.
4421,-14932,Remizov I.D.
-7071,-696,Kompaneets R.
-16814,494,Bogdan K.
-16326,262,Butko Y.
-16390,830,Szczypkowski K.
11307,-3960,Carmona J.J.
11819,-3862,Fedorovskiy K.Y
8769,14373,Gribov A.F.
9255,14239,Kanatnikov A.N.
-12045,5296,Tarakanov P.
-12347,5711,Shashurin G.
9159,-3249,Galanzha E.I.
8894,-3813,Viegas M.G.
9175,-4015,Malinsky T.I.
9512,-3924,Melerzanov A.V.
9656,-3607,Juratli M.A.
9502,-3299,Sarimollaoglu M.
8887,-3468,Nedosekin D.A.
9255,-3626,Zharov V.P.
6968,-406,Gulcova M.E.
-11055,-508,Belosludtsev K.N.
8034,-15698,Lychev S.A.
-14446,562,Chernyshev V.V.
-14370,973,Morozov Y.N.
-14851,473,Bushmarinov I.S.
-14738,1165,Makoed A.A.
-15016,857,Sergeev G.B.
14827,-986,Sleptsov A.
416,6552,Cerbu F.
853,6050,Andreev D.V.
730,6804,Lisoni J.
793,6428,Breuil L.
1111,6689,Afanas'ev V.V.
1168,6306,Stesmans A.
478,6166,Houssa M.
-3181,-2040,Arutyunyan N.R.
-13978,-4485,Vinogradov A.V.
-13905,-4095,Kuprin D.S.
-14328,-4291,Abduragimov I.M.
-14270,-4753,Kuprin G.N.
-13584,-4440,Serebriyakov E.
-13809,-4847,Vinogradov V.V.
-12116,-12026,Ismagilov R.S.
-1306,10781,Babkin A.S.
-840,10495,Gladkov E.A.
-5392,8812,Bayas J.C.L.
-5595,9030,Sturn T.
-5280,9096,Perger C.
-5373,9570,Karner M.
-5541,9323,Moorthy I.
-5174,9363,Domian D.
4681,-9978,Zigangirova N.A.
3918,-10336,Kost E.A.
3807,-10033,Didenko L.V.
4534,-10282,Kapotina L.N.
4508,-9670,Zayakin E.S.
4260,-10452,Luyksaar S.I.
4166,-10167,Morgunova E.Y.
4116,-9870,Fedina E.D.
4393,-9968,Artyukhova O.A.
4208,-9566,Samorodov A.V.
3881,-9705,Kobets N.V.
-8538,-7224,Bylinkin A.
